Timestamp,Tag_ID,u,v,x,y,z
2025-04-27 23:17:53.511,1,21.338269352912903,229.70813369750977,-0.6145789558189556,-0.23011119227479737,1.272205405612257
2025-04-27 23:17:53.553,1,21.338269352912903,229.70813369750977,-0.6145789558189556,-0.23011119227479737,1.272205405612257
2025-04-27 23:17:53.612,1,24.562660336494446,229.1956787109375,-0.6104526618448205,-0.23066766276860687,1.2702795829788653
2025-04-27 23:17:53.663,1,24.562660336494446,229.1956787109375,-0.6104526618448205,-0.23066766276860687,1.2702795829788653
2025-04-27 23:17:53.704,1,30.750695943832397,228.14503479003906,-0.6089076170307796,-0.2342888431801145,1.2799388208043545
2025-04-27 23:17:53.746,1,32.67210865020752,228.79318237304688,-0.6161423797010854,-0.23665219351521755,1.2992330688035008
2025-04-27 23:17:53.785,1,32.67210865020752,228.79318237304688,-0.6161423797010854,-0.23665219351521755,1.2992330688035008
2025-04-27 23:17:53.941,1,35.00834560394287,233.64931106567383,-0.6224519974192189,-0.23111474736665313,1.3175979000611626
2025-04-27 23:17:54.004,1,35.00834560394287,233.64931106567383,-0.6224519974192189,-0.23111474736665313,1.3175979000611626
2025-04-27 23:17:54.057,1,36.67019367218017,236.985595703125,-0.6431246341313768,-0.23312428965236281,1.365078924508659
2025-04-27 23:17:54.082,1,35.56159448623657,237.65636825561523,-0.6634497684105923,-0.2387392389879986,1.4056012242692617
2025-04-27 23:17:54.114,1,35.56159448623657,237.65636825561523,-0.6634497684105923,-0.2387392389879986,1.4056012242692617
2025-04-27 23:17:54.435,1,25.09417486190796,255.49464797973633,-0.6269547384751868,-0.18943269592090922,1.305733580843695
2025-04-27 23:17:54.491,1,25.09417486190796,255.49464797973633,-0.6269547384751868,-0.18943269592090922,1.305733580843695
2025-04-27 23:17:54.729,1,26.312095165252686,236.57496643066406,-0.5997170586975354,-0.21443569622019543,1.2515260571931814
2025-04-27 23:17:54.771,1,26.312095165252686,236.57496643066406,-0.5997170586975354,-0.21443569622019543,1.2515260571931814
2025-04-27 23:17:55.328,1,41.991432666778564,195.62918853759766,-0.6497302473185181,-0.3174974973125536,1.391370568271542
2025-04-27 23:17:55.381,1,41.991432666778564,195.62918853759766,-0.6497302473185181,-0.3174974973125536,1.391370568271542
2025-04-27 23:17:55.423,1,41.991432666778564,195.62918853759766,-0.6497302473185181,-0.3174974973125536,1.391370568271542
2025-04-27 23:17:55.656,1,38.657187938690186,211.00458145141602,-0.6150251321733011,-0.27087221772158876,1.3088449845150771
2025-04-27 23:17:55.737,1,39.84852075576782,212.61679077148438,-0.6015799386597286,-0.2626481547943066,1.2837225543838295
2025-04-27 23:17:55.781,1,39.84852075576782,212.61679077148438,-0.6015799386597286,-0.2626481547943066,1.2837225543838295
2025-04-27 23:17:55.823,1,41.61997985839844,215.1841278076172,-0.5934803846243579,-0.25535462282122695,1.2701977906776658
2025-04-27 23:17:55.873,1,44.26575708389282,218.10830688476562,-0.5721901197156979,-0.24229624259414323,1.2301022251010885
2025-04-27 23:17:55.922,1,47.0704231262207,219.52307510375977,-0.560954222007767,-0.2362836096018052,1.2116688666277602
2025-04-27 23:17:55.965,1,47.0704231262207,219.52307510375977,-0.560954222007767,-0.2362836096018052,1.2116688666277602
2025-04-27 23:17:56.220,1,67.62873268127441,224.9879913330078,-0.5645933543015939,-0.23677983521208723,1.2633140028021737
2025-04-27 23:17:56.278,1,70.78905868530273,226.40594100952148,-0.5744246438948826,-0.23969647000632902,1.2924421556452814
2025-04-27 23:17:56.326,1,72.46435737609863,229.00099182128906,-0.5681068785367148,-0.23314218299156336,1.2820178101355262
2025-04-27 23:17:56.364,1,72.46435737609863,229.00099182128906,-0.5681068785367148,-0.23314218299156336,1.2820178101355262
2025-04-27 23:17:56.407,1,72.9554214477539,229.99575805664062,-0.5591790182007598,-0.22793349915876354,1.2629817863578585
